int.rate,fico,not.fully.paid
0.1357,692,0
0.1913,802,1
0.1704,687,0
0.1461,682,0
0.1531,662,0
0.1348,727,0
0.1114,717,0
0.1426,712,0
0.1253,717,1
0.1565,667,0
0.1357,692,0
0.1218,717,0
0.1565,722,0
0.1426,707,0
0.1565,692,0
0.0774,762,0
0.1531,662,0
0.2086,667,0
0.1774,677,0
0.1461,682,0
0.1357,727,0
0.1496,672,0
0.1287,702,0
0.1148,807,0
0.1114,762,1
0.1426,682,0
0.1531,677,0
0.1253,697,0
0.1253,727,0
0.1461,667,0
0.1739,667,0
0.1114,737,1
0.1253,702,0
0.1426,677,0
0.1496,697,0
0.1496,672,0
0.1461,682,0
0.1148,722,0
0.1531,707,0
0.1148,732,0
0.1253,702,0
0.1322,702,1
0.16,677,1
0.1287,712,0
0.1392,707,0
0.1461,692,0
0.1565,667,0
0.16,672,0
0.167,712,0
0.1565,737,0
0.1148,737,0
0.1392,702,0
0.1218,737,1
0.1913,682,1
0.1392,692,0
0.1531,672,0
0.167,692,0
0.16,702,0
0.1218,717,0
0.1739,667,0
0.167,712,0
0.1287,717,0
0.1426,682,0
0.16,662,0
0.1218,697,1
0.1565,697,0
0.1739,767,0
0.2052,762,0
0.1114,722,0
0.0894,747,0
0.1287,697,0
0.1878,677,0
0.1148,757,0
0.0894,727,0
0.1287,737,1
0.16,662,1
0.1461,667,0
0.1635,722,0
0.1496,677,0
0.167,687,0
0.1645,672,0
0.1496,672,1
0.1913,672,0
0.1496,687,0
0.209,662,0
0.1357,687,1
0.1496,667,0
0.1496,667,1
0.1531,667,0
0.1287,732,0
0.1357,687,0
0.1774,682,0
0.1774,677,0
0.1704,672,0
0.1635,667,0
0.1357,722,1
0.1287,682,0
0.1461,697,0
0.1843,662,0
0.1426,782,0
0.1843,667,1
0.1392,682,0
0.1183,712,0
0.1531,762,0
0.1635,692,0
0.1183,722,1
0.1426,707,1
0.1496,692,0
0.1218,737,0
0.1531,667,0
0.1392,717,0
0.167,667,0
0.1461,697,1
0.1287,707,0
0.1322,697,0
0.1322,702,1
0.1218,727,0
0.1287,687,0
0.1287,732,0
0.1357,712,0
0.1218,727,0
0.1253,722,1
0.1136,702,0
0.1607,677,0
0.0988,727,0
0.1273,722,0
0.1062,737,0
0.1719,662,0
0.1062,717,0
0.1843,662,0
0.1533,682,0
0.1422,717,0
0.1947,662,0
0.1311,682,0
0.0788,757,0
0.157,702,0
0.1062,707,1
0.1099,687,0
0.1099,722,0
0.2017,677,0
0.1273,702,0
0.1533,707,0
0.1136,732,0
0.1496,717,1
0.1348,737,1
0.1607,672,0
0.1422,687,0
0.1533,712,0
0.1311,692,1
0.1025,732,0
0.1348,702,0
0.1311,687,0
0.1348,682,0
0.0788,732,0
0.157,662,0
0.1607,667,1
0.1607,667,1
0.2164,667,1
0.1459,732,0
0.1348,707,1
0.1311,702,0
0.1385,697,0
0.1533,707,0
0.1311,717,1
0.1385,677,0
0.1025,722,0
0.1533,682,0
0.1273,732,0
0.1867,667,0
0.0788,722,0
0.1348,717,0
0.1099,727,1
0.1385,687,0
0.1459,697,1
0.2164,662,1
0.1311,687,0
0.1979,667,0
0.1426,722,1
0.1671,672,1
0.1568,677,1
0.1565,662,1
0.1461,672,1
0.1253,722,1
0.1071,687,1
0.16,692,1
0.1392,732,1
